scenario,scenario_type,scenario_geography,technology,mean,median,min,max,percentile_2.5,percentile_5,percentile_95,percentile_97.5
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10CHINA+,OilCap,1.9505027325360287,1.805365933769721,1.0,3.618965881135126,1.379339702159803,1.6104211177257166,2.523246396810955,2.9401905892994775
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10AFRICA,OilCap,1.9665898753129416,1.0,1.0,5.582948357595796,1.0,1.0,3.8041431485019515,4.553342901317119
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10AFRICA,OilCap,1.7959630787439218,1.0,1.0,4.830324024567209,1.0,1.0,3.182787055531181,3.8522802915396954
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,JPN,OilCap,2.6894582011057744,2.619327120576436,2.3486206811354386,3.090424238176599,2.3819482130616505,2.410448714174021,3.0423816770499497,3.066312912628289
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,JPN,OilCap,1.5939977583910774,1.603678714906458,1.3922015040876254,1.7877965780654095,1.398639265395325,1.4079611977606237,1.7428294509675997,1.7609961461861083
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,IND,OilCap,1.9487722942549073,1.0,1.0,5.381773582336795,1.0,1.0,3.7520130302672428,4.437103118295932
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,IND,OilCap,1.5394769687755099,1.0,1.0,4.198442643931379,1.0,1.0,2.5951551412721727,3.2291359228444847
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,Global,OilCap,3.040997382576426,2.991905221144289,2.8535005204291646,3.4401028190073544,2.868758297247201,2.8783625664212726,3.3697470325062677,3.404876573761613
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,Global,OilCap,1.9976026872908024,2.0285794885773822,1.5703336745767509,2.4390245355228557,1.5712365709992944,1.588145609078318,2.377045832222494,2.4079435690011493
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,EU,OilCap,2.0606905027731264,2.4786640654398617,1.0,5.105248449573251,1.0,1.0,3.349515133409143,4.09564448499989
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,EU,OilCap,1.7507554586430736,1.678724520660987,1.0,5.693016180618472,1.0,1.0,3.313301142333775,4.324025176362685
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,CHN,OilCap,2.1254434717845077,1.0,1.0,6.055824541194292,1.0,1.0,4.301706870016185,5.041079181540484
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,CHN,OilCap,1.9505027325360287,1.805365933769721,1.0,3.618965881135126,1.379339702159803,1.6104211177257166,2.523246396810955,2.9401905892994775
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,USA,NuclearCap,0.7987613930695079,0.8105110027793321,0.7386703695609115,0.8636315114293839,0.7416442494094847,0.7438086626122178,0.8508359148858231,0.8570343457346168
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,USA,NuclearCap,0.9249487413164703,0.9208462179511969,0.562464477873837,1.321171606998869,0.5703205147336265,0.5794512893531014,1.2842716628179804,1.30255675421873
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,RUS,NuclearCap,0.8721733075166573,0.8619702023919054,0.7702442881207713,1.025178268982565,0.7716921820372638,0.7731435747307549,1.0063831506290666,1.0157256187490726
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,RUS,NuclearCap,0.6907569932646797,0.6718111166631959,0.5083640530282859,0.9681425821127319,0.5108161161989284,0.5154604487487247,0.9302088909459991,0.948939466843208
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10ROWO,NuclearCap,1.0749358845265486,1.0647680960180421,1.0002281044473813,1.1885057240724155,1.0033320142623727,1.0064659838214856,1.1704166197972783,1.1793721116694043
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10ROWO,NuclearCap,1.0654383923655888,1.0591954575000837,0.9038513278794087,1.2456233929649347,0.9038927287787607,0.9116163955990664,1.2235826109914987,1.23454299725646
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10REST_ASIA,NuclearCap,0.6173901787968693,0.6027764010783395,0.5678621374767762,0.7089052681106257,0.5705544840040035,0.5724590747012487,0.6940448908842701,0.7013944863047796
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10REST_ASIA,NuclearCap,0.6056206162085676,0.615255494561675,0.4662759687548571,0.7024336645915793,0.4711988151253975,0.47829728470443783,0.7018951544636793,0.7021643460350953
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10REF_ECON,NuclearCap,0.8721733075166573,0.8619702023919054,0.7702442881207713,1.025178268982565,0.7716921820372638,0.7731435747307549,1.0063831506290666,1.0157256187490726
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10REF_ECON,NuclearCap,0.6760159425275035,0.6256589787720114,0.49853358019557603,0.9681425821127319,0.5061963087565828,0.5111672979452186,0.9302088909459991,0.948939466843208
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10PAC_OECD,NuclearCap,0.7497481625360838,0.6572106160751624,0.6143386480827834,1.360460538027726,0.6143650260479883,0.6143930654817084,1.1394110638953492,1.2378982889218024
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10PAC_OECD,NuclearCap,0.5848357165434924,0.503087488136698,0.4264869862786792,1.1235835153734235,0.429945424501676,0.4343126264582945,0.9754699827927058,1.0472416261250057
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10NORTH_AM,NuclearCap,0.7987613930695079,0.8105110027793321,0.7386703695609115,0.8636315114293839,0.7416442494094847,0.7438086626122178,0.8508359148858231,0.8570343457346168
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10NORTH_AM,NuclearCap,0.9249487413164703,0.9208462179511969,0.562464477873837,1.321171606998869,0.5703205147336265,0.5794512893531014,1.2842716628179804,1.30255675421873
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10MIDDLE_EAST,NuclearCap,0.9078772719046722,0.9106852422444827,0.8845262636772645,0.926696069868198,0.8866579981057163,0.8887964101406589,0.9230303101451522,0.9246991891022797
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10MIDDLE_EAST,NuclearCap,0.7025572602139261,0.6943363723905676,0.4974848497773469,0.923044733117569,0.5022605489620289,0.5072110525557989,0.9153449681600538,0.9191846473347838
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10LATIN_AM,NuclearCap,0.8120516130187365,0.8122487508754147,0.7911599322313743,0.8381019679605509,0.7930557769976491,0.7949675072974367,0.8314118007399296,0.8347762811466756
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10LATIN_AM,NuclearCap,0.8621435744663848,0.8518896454633382,0.7636920129792453,0.9808579473948299,0.7644927880947393,0.7684995833786836,0.9699034347612675,0.9753605305874006
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10INDIA+,NuclearCap,0.5888384324189222,0.5701923600733939,0.5145815584976184,0.7157167837963098,0.5173734592185115,0.5201848811187813,0.6979623110960713,0.7066825964109311
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10INDIA+,NuclearCap,0.617745403963068,0.6133664836598278,0.44343497938301857,0.7505598596708773,0.4501278553949319,0.4594603315512412,0.747512707700169,0.7490342963261322
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10EUROPE,NuclearCap,0.9164370466845421,0.9110626646440452,0.878944274493937,0.9573156008750315,0.8800312248683247,0.8807542995313171,0.9549309048796836,0.9560639453415128
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10EUROPE,NuclearCap,0.9803667292985689,1.039481281735478,0.6508866734787564,1.2276092272540922,0.6680164324427114,0.6803915751591196,1.2141896947308857,1.2208755099746829
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10CHINA+,NuclearCap,0.6885701532533035,0.6838474213868624,0.6150364260724527,0.776076161662579,0.6186441238699315,0.6222546257881126,0.7646153588995812,0.7702664564813232
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10CHINA+,NuclearCap,0.4828516261166968,0.4527758296526383,0.43397890647947585,0.6410943360413197,0.4345355038179874,0.4350823283854279,0.6219279706842342,0.6324702637354467
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10AFRICA,NuclearCap,0.8721488876176721,0.8635250388760664,0.8180485422772605,1.0018871454204632,0.8218309567721794,0.8249762673738741,0.9661783147386401,0.98370232502415
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10AFRICA,NuclearCap,0.9492418000734492,0.966752202255922,0.8096687627081507,1.0361045157981679,0.8167188926477317,0.8268176495262122,1.0326296162288329,1.034668976587573
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,JPN,NuclearCap,0.7497481625360838,0.6572106160751624,0.6143386480827834,1.360460538027726,0.6143650260479883,0.6143930654817084,1.1394110638953492,1.2378982889218024
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,JPN,NuclearCap,0.5848357165434924,0.503087488136698,0.4264869862786792,1.1235835153734235,0.429945424501676,0.4343126264582945,0.9754699827927058,1.0472416261250057
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,IND,NuclearCap,0.5888384324189222,0.5701923600733939,0.5145815584976184,0.7157167837963098,0.5173734592185115,0.5201848811187813,0.6979623110960713,0.7066825964109311
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,IND,NuclearCap,0.617745403963068,0.6133664836598278,0.44343497938301857,0.7505598596708773,0.4501278553949319,0.4594603315512412,0.747512707700169,0.7490342963261322
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,Global,NuclearCap,0.806569534742363,0.7871340739137669,0.748767028289574,0.9313190258882633,0.7505813707349391,0.7527448588475358,0.9090385349135424,0.9200803960601502
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,Global,NuclearCap,0.7167853672546057,0.7315653017571864,0.5838517855933555,0.8309519520005669,0.5904746296786553,0.5955783892024704,0.8125151629983798,0.820372381823864
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,EU,NuclearCap,0.9164370466845421,0.9110626646440452,0.878944274493937,0.9573156008750315,0.8800312248683247,0.8807542995313171,0.9549309048796836,0.9560639453415128
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,EU,NuclearCap,0.9803667292985689,1.039481281735478,0.6508866734787564,1.2276092272540922,0.6680164324427114,0.6803915751591196,1.2141896947308857,1.2208755099746829
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,CHN,NuclearCap,0.6885701532533035,0.6838474213868624,0.6150364260724527,0.776076161662579,0.6186441238699315,0.6222546257881126,0.7646153588995812,0.7702664564813232
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,CHN,NuclearCap,0.4828516261166968,0.4527758296526383,0.43397890647947585,0.6410943360413197,0.4345355038179874,0.4350823283854279,0.6219279706842342,0.6324702637354467
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,USA,HydroCap,0.3905011610689328,0.39701405230067016,0.3611998890367096,0.4206519511495368,0.36287369615146814,0.36388812980217755,0.4160773811490887,0.41845615807364345
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,USA,HydroCap,0.4541789337980999,0.45455164194386477,0.2768497032957123,0.6438052207141957,0.2805306929963714,0.2848347171632374,0.6269671392253123,0.6353105609273944
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,RUS,HydroCap,0.5295801530536003,0.5234026331309403,0.467990095789241,0.6221780013047125,0.468858911041444,0.46972982614243186,0.610780475273976,0.6164458304409587
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,RUS,HydroCap,0.42038518987428836,0.4083974805057573,0.30926822955872896,0.58958809602744,0.31077521942025677,0.31359744385937155,0.5664762434875894,0.5778882177379414
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10ROWO,HydroCap,0.4876549921842146,0.48361093161196295,0.4488112635860817,0.5413208587890486,0.45054020969244407,0.452284311881757,0.5333032853851636,0.537272022136187
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10ROWO,HydroCap,0.4932778353925628,0.49134524065820834,0.42087807251534787,0.5700534644287384,0.4209155275382672,0.42450816763381755,0.5611114448979575,0.5655579766928459
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10REST_ASIA,HydroCap,0.44087316308955793,0.43253348244590306,0.41251285649655883,0.49316052253086745,0.4132174642479142,0.41429815178675616,0.484639937291022,0.48884904419519637
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10REST_ASIA,HydroCap,0.441142809217947,0.4417854791919681,0.33795326834348516,0.5212101550070748,0.3404809487318441,0.3445605708595564,0.5207130979828034,0.5209615640260858
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10REF_ECON,HydroCap,0.5295801530536003,0.5234026331309403,0.467990095789241,0.6221780013047125,0.468858911041444,0.46972982614243186,0.610780475273976,0.6164458304409587
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10REF_ECON,HydroCap,0.4114224767856278,0.3802944201304296,0.3032877655377448,0.58958809602744,0.30793425542082625,0.31096146534729974,0.5664762434875894,0.5778882177379414
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10PAC_OECD,HydroCap,0.5628291028054336,0.5586494799004613,0.5424616139411313,0.6200902090051287,0.5431110974585391,0.5437931709306175,0.5838244361984043,0.5976080904421127
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10PAC_OECD,HydroCap,0.4424837622550451,0.4404439513469631,0.3911437667140124,0.5148545630495717,0.394724557862092,0.3988598185517745,0.5031197613973863,0.509134843371372
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10NORTH_AM,HydroCap,0.3905011610689328,0.39701405230067016,0.3611998890367096,0.4206519511495368,0.36287369615146814,0.36388812980217755,0.4160773811490887,0.41845615807364345
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10NORTH_AM,HydroCap,0.4541789337980999,0.45455164194386477,0.2768497032957123,0.6438052207141957,0.2805306929963714,0.2848347171632374,0.6269671392253123,0.6353105609273944
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10MIDDLE_EAST,HydroCap,0.620240759447369,0.6197605241691955,0.6012141330355653,0.6362608111410825,0.6028047759900695,0.6043994727444145,0.6336306126696647,0.6347702515577162
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10MIDDLE_EAST,HydroCap,0.4829912701991406,0.4791551582370785,0.3469283675744912,0.6222564308463482,0.3506007782397228,0.35432882498127694,0.6185897486822214,0.6204176525656766
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10LATIN_AM,HydroCap,0.4350095823601865,0.4344848628326484,0.43098115249890184,0.44415081231565673,0.4311103752431027,0.4314730601176794,0.44102537635723926,0.44259887409949716
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10LATIN_AM,HydroCap,0.4604848961358433,0.45260362155989,0.40775067690943184,0.5277857938946583,0.4080783875835684,0.4100989815346377,0.5211547084481579,0.5244579645632883
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10INDIA+,HydroCap,0.4776608495393214,0.4610184328384289,0.42252462394714807,0.5786900096117766,0.42451076865462684,0.4265110764308283,0.564339584136561,0.571387913247354
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10INDIA+,HydroCap,0.5005821781789696,0.49594028097395904,0.35849106510752565,0.6101836633604983,0.3639056926364191,0.3714496119275315,0.6079549916961753,0.6090678561951102
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10EUROPE,HydroCap,0.4711691909229534,0.4721329153030628,0.44865594822637445,0.50499707036007,0.44895348958620906,0.44973380286251974,0.49712134559548615,0.5010396365839761
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10EUROPE,HydroCap,0.5034038509408338,0.5347165234974791,0.34239908344276593,0.6165573220211805,0.35165039781601637,0.35796315147296914,0.6109256394702611,0.6137310207363117
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10CHINA+,HydroCap,0.48865535713706826,0.4878045924503681,0.4376595135171448,0.5392361483185182,0.44034499386435916,0.4430333924886774,0.533786492581972,0.5364600178803689
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10CHINA+,HydroCap,0.3464703317562034,0.3275205974249043,0.3139077391094277,0.44832483616548635,0.3141972719776139,0.3144796113025109,0.4375765476891656,0.4436372467405037
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10AFRICA,HydroCap,0.35992655801232354,0.3645468271614588,0.33595564690047147,0.3833467965077896,0.33708173932703506,0.3383083441022756,0.3749677407041308,0.3782158204962556
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10AFRICA,HydroCap,0.40161627205740114,0.4042124773180529,0.3403107999433396,0.45912032298119393,0.34219805981937906,0.3458755806657805,0.452475445341261,0.455785697003389
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,JPN,HydroCap,0.5628291028054336,0.5586494799004613,0.5424616139411313,0.6200902090051287,0.5431110974585391,0.5437931709306175,0.5838244361984043,0.5976080904421127
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,JPN,HydroCap,0.4424837622550451,0.4404439513469631,0.3911437667140124,0.5148545630495717,0.394724557862092,0.3988598185517745,0.5031197613973863,0.509134843371372
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,IND,HydroCap,0.4776608495393214,0.4610184328384289,0.42252462394714807,0.5786900096117766,0.42451076865462684,0.4265110764308283,0.564339584136561,0.571387913247354
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,IND,HydroCap,0.5005821781789696,0.49594028097395904,0.35849106510752565,0.6101836633604983,0.3639056926364191,0.3714496119275315,0.6079549916961753,0.6090678561951102
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,Global,HydroCap,0.4301293569397674,0.42359676161468995,0.4029443577356745,0.4793031500557314,0.4037312558905697,0.4049339672537949,0.47164065967146085,0.475434931215017
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,Global,HydroCap,0.38606699348124524,0.39780679286704757,0.3148388444979533,0.44180584680952284,0.31895467964355967,0.32159635220823224,0.4382274806451125,0.440011281495576
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,EU,HydroCap,0.4711691909229534,0.4721329153030628,0.44865594822637445,0.50499707036007,0.44895348958620906,0.44973380286251974,0.49712134559548615,0.5010396365839761
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,EU,HydroCap,0.5034038509408338,0.5347165234974791,0.34239908344276593,0.6165573220211805,0.35165039781601637,0.35796315147296914,0.6109256394702611,0.6137310207363117
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,CHN,HydroCap,0.48865535713706826,0.4878045924503681,0.4376595135171448,0.5392361483185182,0.44034499386435916,0.4430333924886774,0.533786492581972,0.5364600178803689
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,CHN,HydroCap,0.3464703317562034,0.3275205974249043,0.3139077391094277,0.44832483616548635,0.3141972719776139,0.3144796113025109,0.4375765476891656,0.4436372467405037
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,USA,GeothermalCap,0.379434782303661,0.38496944675426154,0.35091062943984586,0.41024461229635567,0.3523253640473925,0.35335318801600846,0.4041535775115444,0.40710409466424247
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,USA,GeothermalCap,0.4393889058007029,0.4374271937276138,0.26718652962145556,0.6277456951856537,0.27092362520983165,0.2752663864715274,0.6101622986678275,0.6188754301386556
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,RUS,GeothermalCap,0.4933070698823129,0.48746445054188553,0.43566516008984824,0.5799524639185637,0.4364889808894311,0.4373147924583905,0.5693022647442628,0.5745961472915735
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,RUS,GeothermalCap,0.3906621741183346,0.3799202170267731,0.2875108060620803,0.5474370209852765,0.2888934235043709,0.2915209522286749,0.5260173109993136,0.5365937532382231
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10ROWO,GeothermalCap,0.5877829259378132,0.5820798755006034,0.5469010133541921,0.6498673684060258,0.5486249249138394,0.5503653812164988,0.6400135092473908,0.6448918295795206
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10ROWO,GeothermalCap,0.582720778574627,0.5796880348814517,0.4946672791982178,0.6792388807781905,0.4947035917376725,0.49892774737216417,0.6676463379921143,0.67341109527929
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10REST_ASIA,GeothermalCap,0.5522492050068926,0.5392202959937693,0.507950099603996,0.6339829081250242,0.5103726173346121,0.5120784234242994,0.620723278210005,0.6272811166831039
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10REST_ASIA,GeothermalCap,0.5417366346517283,0.5503351491892676,0.41707719454068304,0.6283002967712179,0.4214855988179127,0.4278402065232814,0.627838030315915,0.628069109132615
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10REF_ECON,GeothermalCap,0.4933070698823129,0.48746445054188553,0.43566516008984824,0.5799524639185637,0.4364889808894311,0.4373147924583905,0.5693022647442628,0.5745961472915735
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10REF_ECON,GeothermalCap,0.3823254740020697,0.3538032557481906,0.2819510754885527,0.5474370209852765,0.2862889760915539,0.2890995358324523,0.5260173109993136,0.5365937532382231
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10PAC_OECD,GeothermalCap,0.4452407052005032,0.4418535861516337,0.43532737040907715,0.4858092921836561,0.43652207980910085,0.43764716623451133,0.4570867009592464,0.46804047033383755
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10PAC_OECD,GeothermalCap,0.3442448385221476,0.3428441583225576,0.30465740558293614,0.40123541756965886,0.30711770967121915,0.31022700874042897,0.39119608461460675,0.39632715631651083
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10NORTH_AM,GeothermalCap,0.379434782303661,0.38496944675426154,0.35091062943984586,0.41024461229635567,0.3523253640473925,0.35335318801600846,0.4041535775115444,0.40710409466424247
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10NORTH_AM,GeothermalCap,0.4393889058007029,0.4374271937276138,0.26718652962145556,0.6277456951856537,0.27092362520983165,0.2752663864715274,0.6101622986678275,0.6188754301386556
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10MIDDLE_EAST,GeothermalCap,0.55706384897464,0.5587240957638182,0.5427132203667666,0.5686148490695593,0.5440430068051033,0.5453769583533805,0.5663365527468754,0.5673589992867397
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10MIDDLE_EAST,GeothermalCap,0.4310315070105126,0.42604462766315154,0.30520192702491855,0.5662112624029707,0.3081238910158176,0.3111554560951867,0.5615095307681611,0.563854166315275
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10LATIN_AM,GeothermalCap,0.5216305272356766,0.5217764408579146,0.5084133096906878,0.5383149924261634,0.5095909523858746,0.5107786765626685,0.5340966313526421,0.53621837448416
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10LATIN_AM,GeothermalCap,0.5537476024829421,0.5471650594091693,0.49050064766665796,0.6303625386059583,0.4910260973543983,0.49360342627101683,0.6231808845247763,0.6267585054690403
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10INDIA+,GeothermalCap,0.6888611182038029,0.6669823271025955,0.6020122165281545,0.8373534117389497,0.6052722388395901,0.6085550553890587,0.8165965404924249,0.8267914079379347
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10INDIA+,GeothermalCap,0.7226737205082009,0.7175058969331685,0.5187303842924762,0.8779621903389561,0.5265610243179513,0.5374778711131931,0.8744426343369297,0.8762001162335281
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10EUROPE,GeothermalCap,0.4618956196836985,0.4591976987035745,0.4430011679090783,0.4825006786405861,0.44355343742177994,0.4439169913576776,0.48128408717612053,0.4818599227047082
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10EUROPE,GeothermalCap,0.49414098733621586,0.5239017499645102,0.3280655594789325,0.6192160870389278,0.3366982226112297,0.34293383144983597,0.6122858435904894,0.6157386020779894
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10CHINA+,GeothermalCap,0.5581854301217035,0.5543564945570485,0.4985853218877761,0.6291296311194847,0.5015076618392363,0.5044322580180105,0.6198366515208794,0.6244188482814785
