scenario,scenario_type,scenario_geography,technology,mean,median,min,max,percentile_2.5,percentile_5,percentile_95,percentile_97.5
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10LATIN_AM,SolarCap - PV,1.5202027904953985,1.4338198392270227,1.2792355534233792,1.834561390671427,1.2951787910202395,1.310889150291206,1.809891929485151,1.822180191474621
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10INDIA+,SolarCap - PV,1.6340594469022471,1.588918051344566,1.5285883542770435,1.9256248627716743,1.5367605412413636,1.5420375061422988,1.8586187533780683,1.8915951135782791
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10INDIA+,SolarCap - PV,1.9494020655403217,1.9043547396450844,1.3190266279514626,2.4764445438328933,1.3522111238544103,1.3772366250906598,2.475995405405733,2.476213635352365
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10EUROPE,SolarCap - PV,1.3727750442538709,1.353655135950743,1.295583171705645,1.4785711298732267,1.2971471435087067,1.2987206866968517,1.4723876173542818,1.47547626524091
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10EUROPE,SolarCap - PV,1.6804356525678161,1.797416613838056,1.0705208059003832,2.1712642077928477,1.0922308591610879,1.1135087069183518,2.141616271564402,2.1563851819269013
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10CHINA+,SolarCap - PV,1.742594299410783,1.7165480718993305,1.597676853629734,2.058912167406616,1.6050154306167301,1.6123494321793195,1.9826270412451492,2.020289819796657
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10CHINA+,SolarCap - PV,1.2840458883625487,1.2070988485391272,1.1561192583165827,1.704477054932793,1.158425812395334,1.1607083716713533,1.6480632857856912,1.678779412215353
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10AFRICA,SolarCap - PV,1.3959156796471983,1.4157122634518147,1.286021396231373,1.4935688709829815,1.288437707569146,1.2912418680007052,1.4876820244969589,1.4908810168664344
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10AFRICA,SolarCap - PV,1.6261479502183998,1.5667736720722143,1.3765050504581247,1.9017727861676212,1.3781572644547606,1.3869685745367963,1.8756107742952126,1.8886452367744382
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,JPN,SolarCap - PV,1.8878265426876941,1.869405795243032,1.8269368251548328,2.1106505090513545,1.8325216262383919,1.8376849492845424,1.9699366043086624,2.0254607443464607
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,JPN,SolarCap - PV,1.5721944369250869,1.5798379819603432,1.388877297882818,1.7176406569040108,1.4018647314332227,1.4164919632986792,1.7128968998036596,1.715777223320656
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,IND,SolarCap - PV,1.6340594469022471,1.588918051344566,1.5285883542770435,1.9256248627716743,1.5367605412413636,1.5420375061422988,1.8586187533780683,1.8915951135782791
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,IND,SolarCap - PV,1.9494020655403217,1.9043547396450844,1.3190266279514626,2.4764445438328933,1.3522111238544103,1.3772366250906598,2.475995405405733,2.476213635352365
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,Global,SolarCap - PV,1.4995515093296623,1.477305486637304,1.4311580013508525,1.7127089921982315,1.4366504904831279,1.4403822629508554,1.6536649236835903,1.6828870051854543
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,Global,SolarCap - PV,1.4513500562613593,1.4552887782175203,1.169082451705711,1.73740561020668,1.179836584865315,1.1905878045561407,1.7169638220215502,1.7271527338097983
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,EU,SolarCap - PV,1.3727750442538709,1.353655135950743,1.295583171705645,1.4785711298732267,1.2971471435087067,1.2987206866968517,1.4723876173542818,1.47547626524091
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,EU,SolarCap - PV,1.6804356525678161,1.797416613838056,1.0705208059003832,2.1712642077928477,1.0922308591610879,1.1135087069183518,2.141616271564402,2.1563851819269013
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,CHN,SolarCap - PV,1.742594299410783,1.7165480718993305,1.597676853629734,2.058912167406616,1.6050154306167301,1.6123494321793195,1.9826270412451492,2.020289819796657
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,CHN,SolarCap - PV,1.2840458883625487,1.2070988485391272,1.1561192583165827,1.704477054932793,1.158425812395334,1.1607083716713533,1.6480632857856912,1.678779412215353
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,USA,SolarCap - CSP,0.8605573510693506,0.8750416891126328,0.7940642763593629,0.9287259100322018,0.7972810983963037,0.7996038227457829,0.9207807854992638,0.9253413604393552
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,USA,SolarCap - CSP,0.9562528928147933,0.9519092218204055,0.5815312194666233,1.366561167245364,0.5896773162884213,0.5991419471419315,1.328234935491678,1.3472268011010946
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,RUS,SolarCap - CSP,1.2449986783499036,1.2304559219080127,1.1008796412249031,1.4629690910560145,1.1026744363837797,1.1044736579237278,1.436314097399077,1.4495634595086269
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,RUS,SolarCap - CSP,0.9380585996498776,0.9105188495587513,0.6901780525630447,1.3147482065329317,0.6933637210411561,0.699699206723122,1.263396486555326,1.28875249946772
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10ROWO,SolarCap - CSP,1.111845380266483,1.109881933115434,1.0374927343336549,1.1633240176652204,1.0519768877258482,1.0651685022447555,1.1573148558078175,1.1602975806133258
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10ROWO,SolarCap - CSP,1.0304005561599348,1.0149336266833657,0.8449632922384075,1.279516759584431,0.8486752777727633,0.8581297849788995,1.2444443792237048,1.2618628715777696
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10REST_ASIA,SolarCap - CSP,0.8251282588048279,0.8155923793912714,0.7590565307340688,0.943537712679084,0.7660484017614475,0.7714980874104854,0.9181690114578476,0.9307223160832444
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10REST_ASIA,SolarCap - CSP,0.775198651259417,0.7859982163161296,0.5991533475061245,0.9046355784345855,0.6029379057516093,0.609460990620792,0.902069948234094,0.9033512217267683
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10REF_ECON,SolarCap - CSP,1.2449986783499036,1.2304559219080127,1.1008796412249031,1.4629690910560145,1.1026744363837797,1.1044736579237278,1.436314097399077,1.4495634595086269
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10REF_ECON,SolarCap - CSP,0.9180623406031584,0.8472382024294287,0.6768317576095814,1.3147482065329317,0.6873780581189938,0.6940981593504866,1.263396486555326,1.28875249946772
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10PAC_OECD,SolarCap - CSP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10PAC_OECD,SolarCap - CSP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10NORTH_AM,SolarCap - CSP,0.8605573510693506,0.8750416891126328,0.7940642763593629,0.9287259100322018,0.7972810983963037,0.7996038227457829,0.9207807854992638,0.9253413604393552
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10NORTH_AM,SolarCap - CSP,0.9562528928147933,0.9519092218204055,0.5815312194666233,1.366561167245364,0.5896773162884213,0.5991419471419315,1.328234935491678,1.3472268011010946
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10MIDDLE_EAST,SolarCap - CSP,0.9017838185554977,0.9024149911406101,0.8665840023415273,0.9356280575334666,0.8686446155320131,0.8707116866553577,0.9307859276562779,0.9335227737701127
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10MIDDLE_EAST,SolarCap - CSP,0.6663553751442077,0.6556698841754973,0.4698680222598521,0.8794432282184141,0.4743692331901981,0.47953636449145515,0.8700964779043173,0.8747566945944147
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10LATIN_AM,SolarCap - CSP,0.7163447965198101,0.7160812507058354,0.6991696222701721,0.7409652962467453,0.7006385487430288,0.7021209264716108,0.7346026220509989,0.7378004622164268
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10LATIN_AM,SolarCap - CSP,0.7344396450083147,0.7322060690663572,0.6482067118105796,0.8328501506767637,0.648899888483121,0.6522770137859493,0.8233479376161191,0.8280815713509888
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10INDIA+,SolarCap - CSP,1.0302049295639788,1.0228367377766254,0.8942689667468348,1.3036884794330665,0.8977114300656865,0.9011807627006188,1.240832443783984,1.2717422260955715
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10INDIA+,SolarCap - CSP,1.021397445946222,1.0386002593108996,0.7133005430513708,1.2545323700665307,0.7240690425719353,0.7390805337790738,1.2513063728015643,1.252912706458467
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10EUROPE,SolarCap - CSP,0.8710516522197401,0.8648125865586709,0.8351901657524055,0.9208382681647674,0.8360143773558951,0.8367433474200263,0.9147544372533118,0.9177912607957255
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10EUROPE,SolarCap - CSP,0.9013431797121784,0.9553292735716883,0.5995815419570514,1.1329038778805225,0.6150351917964061,0.6263326718262288,1.1189579336153779,1.1259057888031743
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10CHINA+,SolarCap - CSP,1.1899769628976529,1.1844459643541652,1.0667061523884804,1.3457426403442987,1.0722052436796183,1.0777042331621969,1.3227277414880265,1.3340893584078821
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10CHINA+,SolarCap - CSP,0.8051597414435876,0.7553230061945462,0.7235245470978446,1.0667125161386988,0.7242741169955234,0.7250141066166067,1.0371549033825929,1.0535449212509584
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10AFRICA,SolarCap - CSP,0.7563063404491509,0.7544052108499096,0.704801122124109,0.8636992575837262,0.7083520311168832,0.7110343904032782,0.832294474130414,0.8477086060661325
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10AFRICA,SolarCap - CSP,0.7789720364512955,0.7919111789234374,0.6626299945225093,0.8643692788789982,0.6685865430415023,0.6768118482465793,0.852732521170563,0.8584901044432014
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,JPN,SolarCap - CSP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,JPN,SolarCap - CSP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,IND,SolarCap - CSP,1.0302049295639788,1.0228367377766254,0.8942689667468348,1.3036884794330665,0.8977114300656865,0.9011807627006188,1.240832443783984,1.2717422260955715
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,IND,SolarCap - CSP,1.021397445946222,1.0386002593108996,0.7133005430513708,1.2545323700665307,0.7240690425719353,0.7390805337790738,1.2513063728015643,1.252912706458467
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,Global,SolarCap - CSP,0.9269606415077927,0.918019806717437,0.8677841665627501,1.0423084299484755,0.8698449906375836,0.8723608473393583,1.0187658064906047,1.0304335045741346
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,Global,SolarCap - CSP,0.7831639272171601,0.802796497699025,0.6334810422963597,0.9020109668677008,0.6412448415297586,0.6466645410945738,0.89845914690183,0.9007288938263779
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,EU,SolarCap - CSP,0.8710516522197401,0.8648125865586709,0.8351901657524055,0.9208382681647674,0.8360143773558951,0.8367433474200263,0.9147544372533118,0.9177912607957255
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,EU,SolarCap - CSP,0.9013431797121784,0.9553292735716883,0.5995815419570514,1.1329038778805225,0.6150351917964061,0.6263326718262288,1.1189579336153779,1.1259057888031743
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,CHN,SolarCap - CSP,1.1899769628976529,1.1844459643541652,1.0667061523884804,1.3457426403442987,1.0722052436796183,1.0777042331621969,1.3227277414880265,1.3340893584078821
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,CHN,SolarCap - CSP,0.8051597414435876,0.7553230061945462,0.7235245470978446,1.0667125161386988,0.7242741169955234,0.7250141066166067,1.0371549033825929,1.0535449212509584
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,USA,OilCap - w/o CCS,1.7713249758769563,1.0,1.0,5.050967392333917,1.0,1.0,3.3359729283455875,4.060171788993309
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,USA,OilCap - w/o CCS,1.4747807011245015,1.0,1.0,4.546580130620164,1.0,1.0,2.47461808272359,3.3222166633210657
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,RUS,OilCap - w/o CCS,2.3068690643010403,2.713489018147815,1.0,6.311906587370221,1.0,1.0,4.2097271000579735,5.10636013992061
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,RUS,OilCap - w/o CCS,1.5314565735985544,1.4433639102455291,1.0,4.000431114529668,1.0,1.0,2.336761218270853,3.0233222601608447
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10ROWO,OilCap - w/o CCS,2.206929831336449,1.0,1.0,6.776259190804006,1.0,1.0,4.616112540031493,5.527987132742758
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10ROWO,OilCap - w/o CCS,1.8125227616042658,1.0,1.0,5.070881350607148,1.0,1.0,3.257084038893089,3.9908562921274653
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10REST_ASIA,OilCap - w/o CCS,1.870137563699683,1.0,1.0,5.430747481036487,1.0,1.0,3.629680474617893,4.3892828610708685
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10REST_ASIA,OilCap - w/o CCS,1.4889982372654527,1.0,1.0,3.6205996513921073,1.0,1.0,2.3815674501816,2.8665254479010347
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10REF_ECON,OilCap - w/o CCS,2.5398500280890346,3.081224608672941,1.0,6.774417342218846,1.0,1.0,4.661131037322425,5.563767552900298
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10REF_ECON,OilCap - w/o CCS,1.6938856790843988,1.6981130941202163,1.0,4.649752873635264,1.0,1.0,2.7126121731316593,3.5384194663276154
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10PAC_OECD,OilCap - w/o CCS,2.689458201105774,2.619327120576436,2.3486206811354386,3.090424238176599,2.3819482130616505,2.410448714174021,3.0423816770499497,3.066312912628289
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10PAC_OECD,OilCap - w/o CCS,1.5939977583910774,1.603678714906458,1.3922015040876254,1.7877965780654095,1.398639265395325,1.4079611977606237,1.7428294509675997,1.7609961461861083
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10NORTH_AM,OilCap - w/o CCS,1.7713249758769563,1.0,1.0,5.050967392333917,1.0,1.0,3.3359729283455875,4.060171788993309
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10NORTH_AM,OilCap - w/o CCS,1.4747807011245015,1.0,1.0,4.546580130620164,1.0,1.0,2.47461808272359,3.3222166633210657
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10MIDDLE_EAST,OilCap - w/o CCS,2.2850532864613404,1.0,1.0,7.399726238794577,1.0,1.0,5.013619212610657,6.024762627983515
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10MIDDLE_EAST,OilCap - w/o CCS,1.478769903234641,1.0,1.0,4.350805656964988,1.0,1.0,2.5885472586504905,3.3364402578642736
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10LATIN_AM,OilCap - w/o CCS,1.9470227953846238,1.0,1.0,5.834601167176971,1.0,1.0,3.9392107192576784,4.741438946664984
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10LATIN_AM,OilCap - w/o CCS,1.756177432709747,1.0,1.0,4.963767204273151,1.0,1.0,3.259713453479011,3.9730246910174505
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10INDIA+,OilCap - w/o CCS,1.9487722942549073,1.0,1.0,5.381773582336795,1.0,1.0,3.7520130302672428,4.437103118295932
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10INDIA+,OilCap - w/o CCS,1.5394769687755099,1.0,1.0,4.198442643931379,1.0,1.0,2.5951551412721727,3.2291359228444847
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10EUROPE,OilCap - w/o CCS,2.0606905027731264,2.4786640654398617,1.0,5.105248449573251,1.0,1.0,3.349515133409143,4.09564448499989
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10EUROPE,OilCap - w/o CCS,1.7507554586430736,1.678724520660987,1.0,5.693016180618472,1.0,1.0,3.313301142333775,4.324025176362685
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10CHINA+,OilCap - w/o CCS,2.1254434717845077,1.0,1.0,6.055824541194292,1.0,1.0,4.301706870016185,5.041079181540484
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10CHINA+,OilCap - w/o CCS,1.9505027325360287,1.805365933769721,1.0,3.618965881135126,1.379339702159803,1.6104211177257166,2.523246396810955,2.9401905892994775
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10AFRICA,OilCap - w/o CCS,1.9665898753129416,1.0,1.0,5.582948357595796,1.0,1.0,3.8041431485019515,4.553342901317119
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10AFRICA,OilCap - w/o CCS,1.7959630787439218,1.0,1.0,4.830324024567209,1.0,1.0,3.182787055531181,3.8522802915396954
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,JPN,OilCap - w/o CCS,2.6894582011057744,2.619327120576436,2.3486206811354386,3.090424238176599,2.3819482130616505,2.410448714174021,3.0423816770499497,3.066312912628289
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,JPN,OilCap - w/o CCS,1.5939977583910774,1.603678714906458,1.3922015040876254,1.7877965780654095,1.398639265395325,1.4079611977606237,1.7428294509675997,1.7609961461861083
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,IND,OilCap - w/o CCS,1.9487722942549073,1.0,1.0,5.381773582336795,1.0,1.0,3.7520130302672428,4.437103118295932
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,IND,OilCap - w/o CCS,1.5394769687755099,1.0,1.0,4.198442643931379,1.0,1.0,2.5951551412721727,3.2291359228444847
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,Global,OilCap - w/o CCS,3.040997382576426,2.991905221144289,2.8535005204291646,3.4401028190073544,2.868758297247201,2.8783625664212726,3.3697470325062677,3.404876573761613
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,Global,OilCap - w/o CCS,1.9976026872908024,2.0285794885773822,1.5703336745767509,2.4390245355228557,1.5712365709992944,1.588145609078318,2.377045832222494,2.4079435690011493
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,EU,OilCap - w/o CCS,2.0606905027731264,2.4786640654398617,1.0,5.105248449573251,1.0,1.0,3.349515133409143,4.09564448499989
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,EU,OilCap - w/o CCS,1.7507554586430736,1.678724520660987,1.0,5.693016180618472,1.0,1.0,3.313301142333775,4.324025176362685
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,CHN,OilCap - w/o CCS,2.1254434717845077,1.0,1.0,6.055824541194292,1.0,1.0,4.301706870016185,5.041079181540484
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,CHN,OilCap - w/o CCS,1.9505027325360287,1.805365933769721,1.0,3.618965881135126,1.379339702159803,1.6104211177257166,2.523246396810955,2.9401905892994775
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,USA,OilCap,1.7713249758769563,1.0,1.0,5.050967392333917,1.0,1.0,3.3359729283455875,4.060171788993309
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,USA,OilCap,1.4747807011245015,1.0,1.0,4.546580130620164,1.0,1.0,2.47461808272359,3.3222166633210657
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,RUS,OilCap,2.3068690643010403,2.713489018147815,1.0,6.311906587370221,1.0,1.0,4.2097271000579735,5.10636013992061
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,RUS,OilCap,1.5314565735985544,1.4433639102455291,1.0,4.000431114529668,1.0,1.0,2.336761218270853,3.0233222601608447
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10ROWO,OilCap,2.206929831336449,1.0,1.0,6.776259190804006,1.0,1.0,4.616112540031493,5.527987132742758
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10ROWO,OilCap,1.8125227616042658,1.0,1.0,5.070881350607148,1.0,1.0,3.257084038893089,3.9908562921274653
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10REST_ASIA,OilCap,1.870137563699683,1.0,1.0,5.430747481036487,1.0,1.0,3.629680474617893,4.3892828610708685
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10REST_ASIA,OilCap,1.4889982372654527,1.0,1.0,3.6205996513921073,1.0,1.0,2.3815674501816,2.8665254479010347
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10REF_ECON,OilCap,2.5398500280890346,3.081224608672941,1.0,6.774417342218846,1.0,1.0,4.661131037322425,5.563767552900298
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10REF_ECON,OilCap,1.6938856790843988,1.6981130941202163,1.0,4.649752873635264,1.0,1.0,2.7126121731316593,3.5384194663276154
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10PAC_OECD,OilCap,2.689458201105774,2.619327120576436,2.3486206811354386,3.090424238176599,2.3819482130616505,2.410448714174021,3.0423816770499497,3.066312912628289
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10PAC_OECD,OilCap,1.5939977583910774,1.603678714906458,1.3922015040876254,1.7877965780654095,1.398639265395325,1.4079611977606237,1.7428294509675997,1.7609961461861083
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10NORTH_AM,OilCap,1.7713249758769563,1.0,1.0,5.050967392333917,1.0,1.0,3.3359729283455875,4.060171788993309
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10NORTH_AM,OilCap,1.4747807011245015,1.0,1.0,4.546580130620164,1.0,1.0,2.47461808272359,3.3222166633210657
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10MIDDLE_EAST,OilCap,2.2850532864613404,1.0,1.0,7.399726238794577,1.0,1.0,5.013619212610657,6.024762627983515
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10MIDDLE_EAST,OilCap,1.478769903234641,1.0,1.0,4.350805656964988,1.0,1.0,2.5885472586504905,3.3364402578642736
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10LATIN_AM,OilCap,1.9470227953846238,1.0,1.0,5.834601167176971,1.0,1.0,3.9392107192576784,4.741438946664984
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10LATIN_AM,OilCap,1.756177432709747,1.0,1.0,4.963767204273151,1.0,1.0,3.259713453479011,3.9730246910174505
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10INDIA+,OilCap,1.9487722942549073,1.0,1.0,5.381773582336795,1.0,1.0,3.7520130302672428,4.437103118295932
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10INDIA+,OilCap,1.5394769687755099,1.0,1.0,4.198442643931379,1.0,1.0,2.5951551412721727,3.2291359228444847
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10EUROPE,OilCap,2.0606905027731264,2.4786640654398617,1.0,5.105248449573251,1.0,1.0,3.349515133409143,4.09564448499989
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10EUROPE,OilCap,1.7507554586430736,1.678724520660987,1.0,5.693016180618472,1.0,1.0,3.313301142333775,4.324025176362685
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10CHINA+,OilCap,2.1254434717845077,1.0,1.0,6.055824541194292,1.0,1.0,4.301706870016185,5.041079181540484
