scenario,region,companies,baseline_bn,shock_bn,change_bn,change_pct
GEM-E3 V2021,USA,609,275.7909156365171,406.3741927396296,130.5832771031125,47.348650626047714
GEM-E3 V2021,ZAF,13,84.3162707443697,55.99295684381241,-28.323313900557295,-33.591753585055955
GEM-E3 V2021,TOTAL,4340,7166.16437683091,8038.291745354247,872.1273685233364,12.170072058952922
POLES ENGAGE,ARG,32,77.94862089256299,-266.1823342405572,-344.1309551331202,-441.484340829375
POLES ENGAGE,AUS,82,567.2387841781874,-260.7948132912854,-828.0335974694729,-145.97619566319386
POLES ENGAGE,BRA,113,1412.5654921311445,260.13068808427204,-1152.4348040468726,-81.58452195431933
POLES ENGAGE,CAN,96,555.5540337495243,235.4471314243324,-320.10690232519187,-57.61940025252602
POLES ENGAGE,CHN,1766,7100.097088743796,-18641.748207573153,-25741.845296316947,-362.55624359175334
POLES ENGAGE,EU,562,730.8899271429983,-599.2572268608739,-1330.1471540038722,-181.99007875280643
POLES ENGAGE,Global,1087,4050.2317789901595,-18816.56673061105,-22866.798509601213,-564.5799983156166
POLES ENGAGE,IDN,85,297.0891611007415,-2954.94752281925,-3252.0366839199914,-1094.6332312733691
POLES ENGAGE,IND,186,1456.546479004252,-12845.590836271293,-14302.137315275544,-981.9211073204478
POLES ENGAGE,JPN,136,880.3353369264581,-1431.921805215468,-2312.257142141926,-262.6564043441424
POLES ENGAGE,KOR,63,277.21667721271757,-985.071610145155,-1262.2882873578726,-455.34356015286806
POLES ENGAGE,MEX,37,20.587834885239154,-1330.0673663388243,-1350.6552012240634,-6560.452853604542
POLES ENGAGE,RUS,88,475.1213956408371,-4048.8535871034355,-4523.974982744273,-952.1724393494001
POLES ENGAGE,SAU,38,127.08099263375401,-3083.7498703240635,-3210.8308629578173,-2526.6019696677977
POLES ENGAGE,TUR,51,148.5364496112123,-294.0350171219765,-442.5714667331888,-297.9547901485463
POLES ENGAGE,USA,671,2082.7292080322986,-3219.9000318741055,-5302.629239906404,-254.60003246971183
POLES ENGAGE,ZAF,24,123.71518709470884,-542.3171085468576,-666.0322956415665,-538.3593649918604
POLES ENGAGE,TOTAL,4705,20383.48444797059,-68825.42624882875,-89208.91069679934,-437.65289945645736
